command,intent,target_type,attribute,spatial_relation,spatial_reference,position,intent_id,target_type_id,attribute_id,spatial_relation_id,position_id
scroll down to tab to the left of the settings,scroll,tab,NONE,left_of,settings,NONE,7,8,0,3,3
tap on link next to the profile,tap,link,NONE,next_to,profile,NONE,8,5,0,4,3
scroll to menu above the checkout,scroll,menu,NONE,above,checkout,NONE,7,6,0,1,3
long-press the 1st button,long-press,button,NONE,NONE,NONE,1st,4,1,0,0,0
copy the 1st text below the notifications,copy,text,NONE,below,notifications,1st,2,9,0,2,0
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
copy text to the left of the search,copy,text,NONE,left_of,search,NONE,2,9,0,3,3
scroll down to the 2nd tab,scroll,tab,NONE,NONE,NONE,2nd,7,8,0,0,1
trash text to the left of the wi-fi,delete,text,NONE,left_of,wi-fi,NONE,3,9,0,3,3
long-press the 2nd purple icon below the login,long-press,icon,purple,below,login,2nd,4,3,7,2,1
delete the last text to the right of the login,delete,text,NONE,right_of,login,last,3,9,0,5,4
tap the 1st icon above the profile,tap,icon,NONE,above,profile,1st,8,3,0,1,0
scroll to gray menu above the wi-fi,scroll,menu,gray,above,wi-fi,NONE,7,6,3,1,3
long-press green icon,long-press,icon,green,NONE,NONE,NONE,4,3,4,0,3
scroll to gray menu to the left of the search,scroll,menu,gray,left_of,search,NONE,7,6,3,3,3
trash green image next to the menu,delete,image,green,next_to,menu,NONE,3,4,4,4,3
open green link,open,link,green,NONE,NONE,NONE,5,5,4,0,3
delete the 2nd red image,delete,image,red,NONE,NONE,2nd,3,4,8,0,1
click on the 3rd icon,click,icon,NONE,NONE,NONE,3rd,1,3,0,0,2
paste purple text next to the home,paste,text,purple,next_to,home,NONE,6,9,7,4,3
scroll down to the last yellow text to the right of the cart,scroll,text,yellow,right_of,cart,last,7,9,10,5,4
select the last image to the right of the notifications,click,image,NONE,right_of,notifications,last,1,4,0,5,4
trash black button to the left of the wi-fi,delete,button,black,left_of,wi-fi,NONE,3,1,1,3,3
trash image to the right of the last item,delete,image,NONE,right_of,last item,NONE,3,4,0,5,3
tap on the last tab below the notifications,tap,tab,NONE,below,notifications,last,8,8,0,2,4
open the 2nd orange icon,open,icon,orange,NONE,NONE,2nd,5,3,5,0,1
press text,click,text,NONE,NONE,NONE,NONE,1,9,0,0,3
click on icon below the payment,click,icon,NONE,below,payment,NONE,1,3,0,2,3
delete image to the left of the home,delete,image,NONE,left_of,home,NONE,3,4,0,3,3
copy the 2nd black text to the left of the help,copy,text,black,left_of,help,2nd,2,9,1,3,1
press black link to the left of the last item,click,link,black,left_of,last item,NONE,1,5,1,3,3
select gray checkbox above the settings,click,checkbox,gray,above,settings,NONE,1,2,3,1,3
remove image next to the payment,delete,image,NONE,next_to,payment,NONE,3,4,0,4,3
paste text next to the settings,paste,text,NONE,next_to,settings,NONE,6,9,0,4,3
click green checkbox above the first email,click,checkbox,green,above,first email,NONE,1,2,4,1,3
copy the last text above the cart,copy,text,NONE,above,cart,last,2,9,0,1,4
tap the 2nd blue link,tap,link,blue,NONE,NONE,2nd,8,5,2,0,1
click button below the settings,click,button,NONE,below,settings,NONE,1,1,0,2,3
remove red image to the left of the notifications,delete,image,red,left_of,notifications,NONE,3,4,8,3,3
tap the 3rd red icon to the right of the notifications,tap,icon,red,right_of,notifications,3rd,8,3,8,5,2
tap the 1st icon,tap,icon,NONE,NONE,NONE,1st,8,3,0,0,0
remove image below the login,delete,image,NONE,below,login,NONE,3,4,0,2,3
tap on pink checkbox above the menu,tap,checkbox,pink,above,menu,NONE,8,2,6,1,3
tap button,tap,button,NONE,NONE,NONE,NONE,8,1,0,0,3
long-press the 3rd image to the left of the home,long-press,image,NONE,left_of,home,3rd,4,4,0,3,2
tap white tab below the home,tap,tab,white,below,home,NONE,8,8,9,2,3
paste text next to the settings,paste,text,NONE,next_to,settings,NONE,6,9,0,4,3
copy the 2nd text,copy,text,NONE,NONE,NONE,2nd,2,9,0,0,1
copy the last text to the left of the checkout,copy,text,NONE,left_of,checkout,last,2,9,0,3,4
scroll down to menu above the help,scroll,menu,NONE,above,help,NONE,7,6,0,1,3
scroll down to the 2nd menu to the right of the wi-fi,scroll,menu,NONE,right_of,wi-fi,2nd,7,6,0,5,1
long-press the last orange button,long-press,button,orange,NONE,NONE,last,4,1,5,0,4
copy text above the search,copy,text,NONE,above,search,NONE,2,9,0,1,3
trash image to the right of the help,delete,image,NONE,right_of,help,NONE,3,4,0,5,3
launch link next to the help,open,link,NONE,next_to,help,NONE,5,5,0,4,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
remove red button,delete,button,red,NONE,NONE,NONE,3,1,8,0,3
select the 3rd orange checkbox to the right of the profile,click,checkbox,orange,right_of,profile,3rd,1,2,5,5,2
scroll down to the last menu to the right of the search,scroll,menu,NONE,right_of,search,last,7,6,0,5,4
open white menu,open,menu,white,NONE,NONE,NONE,5,6,9,0,3
press and hold text next to the home,long-press,text,NONE,next_to,home,NONE,4,9,0,4,3
paste text to the left of the search,paste,text,NONE,left_of,search,NONE,6,9,0,3,3
tap button below the notifications,tap,button,NONE,below,notifications,NONE,8,1,0,2,3
press and hold button,long-press,button,NONE,NONE,NONE,NONE,4,1,0,0,3
remove the 3rd yellow text,delete,text,yellow,NONE,NONE,3rd,3,9,10,0,2
long-press the 3rd black icon next to the last item,long-press,icon,black,next_to,last item,3rd,4,3,1,4,2
trash image,delete,image,NONE,NONE,NONE,NONE,3,4,0,0,3
paste the 1st text to the right of the checkout,paste,text,NONE,right_of,checkout,1st,6,9,0,5,0
press and hold the 3rd pink text,long-press,text,pink,NONE,NONE,3rd,4,9,6,0,2
scroll down to menu above the notifications,scroll,menu,NONE,above,notifications,NONE,7,6,0,1,3
tap the 1st icon,tap,icon,NONE,NONE,NONE,1st,8,3,0,0,0
scroll to black tab,scroll,tab,black,NONE,NONE,NONE,7,8,1,0,3
paste text above the notifications,paste,text,NONE,above,notifications,NONE,6,9,0,1,3
trash the 3rd text,delete,text,NONE,NONE,NONE,3rd,3,9,0,0,2
scroll to menu above the settings,scroll,menu,NONE,above,settings,NONE,7,6,0,1,3
tap orange tab,tap,tab,orange,NONE,NONE,NONE,8,8,5,0,3
copy the 1st orange text,copy,text,orange,NONE,NONE,1st,2,9,5,0,0
copy text to the right of the profile,copy,text,NONE,right_of,profile,NONE,2,9,0,5,3
click on image to the right of the settings,click,image,NONE,right_of,settings,NONE,1,4,0,5,3
scroll down to the 2nd purple menu to the right of the menu,scroll,menu,purple,right_of,menu,2nd,7,6,7,5,1
launch blue menu below the notifications,open,menu,blue,below,notifications,NONE,5,6,2,2,3
launch button,open,button,NONE,NONE,NONE,NONE,5,1,0,0,3
copy black text,copy,text,black,NONE,NONE,NONE,2,9,1,0,3
open yellow icon to the right of the home,open,icon,yellow,right_of,home,NONE,5,3,10,5,3
scroll down to text,scroll,text,NONE,NONE,NONE,NONE,7,9,0,0,3
launch the last icon,open,icon,NONE,NONE,NONE,last,5,3,0,0,4
scroll to menu,scroll,menu,NONE,NONE,NONE,NONE,7,6,0,0,3
paste the last text to the right of the cart,paste,text,NONE,right_of,cart,last,6,9,0,5,4
click on the last gray link,click,link,gray,NONE,NONE,last,1,5,3,0,4
click text above the home,click,text,NONE,above,home,NONE,1,9,0,1,3
paste red text to the left of the login,paste,text,red,left_of,login,NONE,6,9,8,3,3
paste text below the search,paste,text,NONE,below,search,NONE,6,9,0,2,3
paste text above the first email,paste,text,NONE,above,first email,NONE,6,9,0,1,3
press and hold black text above the address,long-press,text,black,above,address,NONE,4,9,1,1,3
press pink checkbox to the left of the login,click,checkbox,pink,left_of,login,NONE,1,2,6,3,3
scroll to tab,scroll,tab,NONE,NONE,NONE,NONE,7,8,0,0,3
trash orange text,delete,text,orange,NONE,NONE,NONE,3,9,5,0,3
copy the 3rd text to the left of the settings,copy,text,NONE,left_of,settings,3rd,2,9,0,3,2
long-press the 3rd purple image above the checkout,long-press,image,purple,above,checkout,3rd,4,4,7,1,2
open the 1st yellow tab to the left of the address,open,tab,yellow,left_of,address,1st,5,8,10,3,0
open tab above the wi-fi,open,tab,NONE,above,wi-fi,NONE,5,8,0,1,3
launch white menu to the right of the cart,open,menu,white,right_of,cart,NONE,5,6,9,5,3
open the last green menu to the left of the payment,open,menu,green,left_of,payment,last,5,6,4,3,4
copy yellow text to the left of the help,copy,text,yellow,left_of,help,NONE,2,9,10,3,3
copy the 3rd red text to the left of the first email,copy,text,red,left_of,first email,3rd,2,9,8,3,2
press and hold button to the left of the wi-fi,long-press,button,NONE,left_of,wi-fi,NONE,4,1,0,3,3
launch tab next to the profile,open,tab,NONE,next_to,profile,NONE,5,8,0,4,3
paste the 3rd yellow text next to the login,paste,text,yellow,next_to,login,3rd,6,9,10,4,2
scroll to orange text,scroll,text,orange,NONE,NONE,NONE,7,9,5,0,3
launch pink button next to the notifications,open,button,pink,next_to,notifications,NONE,5,1,6,4,3
copy purple text to the left of the search,copy,text,purple,left_of,search,NONE,2,9,7,3,3
open the 1st blue menu to the right of the login,open,menu,blue,right_of,login,1st,5,6,2,5,0
long-press button to the left of the help,long-press,button,NONE,left_of,help,NONE,4,1,0,3,3
open the 1st link next to the menu,open,link,NONE,next_to,menu,1st,5,5,0,4,0
press and hold button,long-press,button,NONE,NONE,NONE,NONE,4,1,0,0,3
paste the 2nd gray text,paste,text,gray,NONE,NONE,2nd,6,9,3,0,1
tap on tab,tap,tab,NONE,NONE,NONE,NONE,8,8,0,0,3
remove button below the home,delete,button,NONE,below,home,NONE,3,1,0,2,3
scroll down to text to the left of the search,scroll,text,NONE,left_of,search,NONE,7,9,0,3,3
press and hold the 2nd button next to the menu,long-press,button,NONE,next_to,menu,2nd,4,1,0,4,1
launch icon to the right of the checkout,open,icon,NONE,right_of,checkout,NONE,5,3,0,5,3
press and hold green image next to the home,long-press,image,green,next_to,home,NONE,4,4,4,4,3
long-press image to the left of the wi-fi,long-press,image,NONE,left_of,wi-fi,NONE,4,4,0,3,3
press black icon,click,icon,black,NONE,NONE,NONE,1,3,1,0,3
long-press image,long-press,image,NONE,NONE,NONE,NONE,4,4,0,0,3
tap on orange tab above the payment,tap,tab,orange,above,payment,NONE,8,8,5,1,3
trash text to the right of the cart,delete,text,NONE,right_of,cart,NONE,3,9,0,5,3
press and hold the last icon below the address,long-press,icon,NONE,below,address,last,4,3,0,2,4
paste text above the login,paste,text,NONE,above,login,NONE,6,9,0,1,3
long-press green text next to the cart,long-press,text,green,next_to,cart,NONE,4,9,4,4,3
trash button to the left of the payment,delete,button,NONE,left_of,payment,NONE,3,1,0,3,3
long-press icon,long-press,icon,NONE,NONE,NONE,NONE,4,3,0,0,3
press link to the right of the profile,click,link,NONE,right_of,profile,NONE,1,5,0,5,3
launch the 3rd menu,open,menu,NONE,NONE,NONE,3rd,5,6,0,0,2
scroll down to text below the profile,scroll,text,NONE,below,profile,NONE,7,9,0,2,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
tap link,tap,link,NONE,NONE,NONE,NONE,8,5,0,0,3
select blue link,click,link,blue,NONE,NONE,NONE,1,5,2,0,3
long-press the 1st text,long-press,text,NONE,NONE,NONE,1st,4,9,0,0,0
press link to the left of the payment,click,link,NONE,left_of,payment,NONE,1,5,0,3,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
paste text below the search,paste,text,NONE,below,search,NONE,6,9,0,2,3
paste text to the left of the menu,paste,text,NONE,left_of,menu,NONE,6,9,0,3,3
copy text above the first email,copy,text,NONE,above,first email,NONE,2,9,0,1,3
scroll to the 3rd gray tab to the left of the payment,scroll,tab,gray,left_of,payment,3rd,7,8,3,3,2
select icon next to the cart,click,icon,NONE,next_to,cart,NONE,1,3,0,4,3
tap purple link above the first email,tap,link,purple,above,first email,NONE,8,5,7,1,3
launch the 3rd link,open,link,NONE,NONE,NONE,3rd,5,5,0,0,2
press and hold icon below the first email,long-press,icon,NONE,below,first email,NONE,4,3,0,2,3
paste text next to the help,paste,text,NONE,next_to,help,NONE,6,9,0,4,3
tap gray button below the notifications,tap,button,gray,below,notifications,NONE,8,1,3,2,3
press and hold orange image,long-press,image,orange,NONE,NONE,NONE,4,4,5,0,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
scroll down to the last menu to the right of the help,scroll,menu,NONE,right_of,help,last,7,6,0,5,4
copy text to the right of the home,copy,text,NONE,right_of,home,NONE,2,9,0,5,3
long-press the last text to the left of the cart,long-press,text,NONE,left_of,cart,last,4,9,0,3,4
scroll to gray text next to the help,scroll,text,gray,next_to,help,NONE,7,9,3,4,3
scroll down to text below the cart,scroll,text,NONE,below,cart,NONE,7,9,0,2,3
select checkbox below the cart,click,checkbox,NONE,below,cart,NONE,1,2,0,2,3
scroll down to gray menu,scroll,menu,gray,NONE,NONE,NONE,7,6,3,0,3
scroll down to red menu below the search,scroll,menu,red,below,search,NONE,7,6,8,2,3
copy the 3rd text below the address,copy,text,NONE,below,address,3rd,2,9,0,2,2
tap on switch next to the login,tap,switch,NONE,next_to,login,NONE,8,7,0,4,3
press and hold icon next to the home,long-press,icon,NONE,next_to,home,NONE,4,3,0,4,3
click the 1st checkbox,click,checkbox,NONE,NONE,NONE,1st,1,2,0,0,0
paste the 3rd text to the right of the notifications,paste,text,NONE,right_of,notifications,3rd,6,9,0,5,2
click on tab,click,tab,NONE,NONE,NONE,NONE,1,8,0,0,3
long-press the last icon,long-press,icon,NONE,NONE,NONE,last,4,3,0,0,4
tap yellow tab next to the login,tap,tab,yellow,next_to,login,NONE,8,8,10,4,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
long-press green icon,long-press,icon,green,NONE,NONE,NONE,4,3,4,0,3
scroll to tab to the right of the login,scroll,tab,NONE,right_of,login,NONE,7,8,0,5,3
long-press the 1st icon to the left of the home,long-press,icon,NONE,left_of,home,1st,4,3,0,3,0
paste the 3rd yellow text,paste,text,yellow,NONE,NONE,3rd,6,9,10,0,2
tap on the last link above the help,tap,link,NONE,above,help,last,8,5,0,1,4
click on text to the left of the login,click,text,NONE,left_of,login,NONE,1,9,0,3,3
copy text below the notifications,copy,text,NONE,below,notifications,NONE,2,9,0,2,3
launch green link,open,link,green,NONE,NONE,NONE,5,5,4,0,3
open link,open,link,NONE,NONE,NONE,NONE,5,5,0,0,3
delete image,delete,image,NONE,NONE,NONE,NONE,3,4,0,0,3
remove yellow image to the right of the last item,delete,image,yellow,right_of,last item,NONE,3,4,10,5,3
scroll down to tab next to the checkout,scroll,tab,NONE,next_to,checkout,NONE,7,8,0,4,3
click link,click,link,NONE,NONE,NONE,NONE,1,5,0,0,3
press tab to the left of the help,click,tab,NONE,left_of,help,NONE,1,8,0,3,3
long-press white button,long-press,button,white,NONE,NONE,NONE,4,1,9,0,3
remove image above the home,delete,image,NONE,above,home,NONE,3,4,0,1,3
paste white text,paste,text,white,NONE,NONE,NONE,6,9,9,0,3
tap on gray tab,tap,tab,gray,NONE,NONE,NONE,8,8,3,0,3
scroll down to text to the left of the payment,scroll,text,NONE,left_of,payment,NONE,7,9,0,3,3
copy black text to the left of the login,copy,text,black,left_of,login,NONE,2,9,1,3,3
open menu next to the checkout,open,menu,NONE,next_to,checkout,NONE,5,6,0,4,3
tap on gray link,tap,link,gray,NONE,NONE,NONE,8,5,3,0,3
scroll to yellow tab to the right of the login,scroll,tab,yellow,right_of,login,NONE,7,8,10,5,3
launch icon to the right of the payment,open,icon,NONE,right_of,payment,NONE,5,3,0,5,3
press and hold button to the right of the search,long-press,button,NONE,right_of,search,NONE,4,1,0,5,3
trash red button to the right of the first email,delete,button,red,right_of,first email,NONE,3,1,8,5,3
click the last orange switch below the search,click,switch,orange,below,search,last,1,7,5,2,4
trash text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
scroll to the 2nd menu above the address,scroll,menu,NONE,above,address,2nd,7,6,0,1,1
copy the 3rd text to the right of the wi-fi,copy,text,NONE,right_of,wi-fi,3rd,2,9,0,5,2
remove red button to the right of the profile,delete,button,red,right_of,profile,NONE,3,1,8,5,3
scroll to menu,scroll,menu,NONE,NONE,NONE,NONE,7,6,0,0,3
delete text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
long-press text,long-press,text,NONE,NONE,NONE,NONE,4,9,0,0,3
launch menu below the help,open,menu,NONE,below,help,NONE,5,6,0,2,3
tap checkbox next to the search,tap,checkbox,NONE,next_to,search,NONE,8,2,0,4,3
scroll down to pink tab to the left of the last item,scroll,tab,pink,left_of,last item,NONE,7,8,6,3,3
open the 1st link,open,link,NONE,NONE,NONE,1st,5,5,0,0,0
copy the 1st text to the left of the address,copy,text,NONE,left_of,address,1st,2,9,0,3,0
scroll down to the 1st red tab to the left of the search,scroll,tab,red,left_of,search,1st,7,8,8,3,0
long-press icon,long-press,icon,NONE,NONE,NONE,NONE,4,3,0,0,3
paste yellow text above the settings,paste,text,yellow,above,settings,NONE,6,9,10,1,3
press and hold image below the first email,long-press,image,NONE,below,first email,NONE,4,4,0,2,3
click checkbox,click,checkbox,NONE,NONE,NONE,NONE,1,2,0,0,3
tap on the 3rd link,tap,link,NONE,NONE,NONE,3rd,8,5,0,0,2
long-press white icon,long-press,icon,white,NONE,NONE,NONE,4,3,9,0,3
paste purple text below the wi-fi,paste,text,purple,below,wi-fi,NONE,6,9,7,2,3
copy orange text below the profile,copy,text,orange,below,profile,NONE,2,9,5,2,3
paste the 2nd purple text above the notifications,paste,text,purple,above,notifications,2nd,6,9,7,1,1
open the last button,open,button,NONE,NONE,NONE,last,5,1,0,0,4
remove button above the menu,delete,button,NONE,above,menu,NONE,3,1,0,1,3
open the 3rd blue menu next to the login,open,menu,blue,next_to,login,3rd,5,6,2,4,2
launch yellow tab next to the search,open,tab,yellow,next_to,search,NONE,5,8,10,4,3
paste text to the right of the profile,paste,text,NONE,right_of,profile,NONE,6,9,0,5,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
click on switch above the help,click,switch,NONE,above,help,NONE,1,7,0,1,3
remove purple image below the menu,delete,image,purple,below,menu,NONE,3,4,7,2,3
